,Date,Eclipse Time,Eclipse Type,Latitude,Longitude
11048,2655 April 28,13:40:56,P,62.0S,45.1E
11049,2655 May 27,22:51:50,Pb,64.1N,62.4E
11050,2655 October 21,15:32:13,P,61.7N,21.7E
11051,2656 April 16,22:23:12,A,10.5S,136.2W
11052,2656 October 10,05:06:01,T,16.7N,122.2E
11053,2657 April 6,00:01:46,A,23.6N,179.4E
11054,2657 September 29,21:43:07,T,16.4S,146.6W
11055,2658 March 26,00:02:23,P,61.0N,96.4E
11056,2658 September 19,12:42:52,P,61.1S,90.4W
11057,2659 February 13,16:57:15,P,62.0S,54.6E
11058,2659 August 10,08:11:51,A,67.6N,146.8E
11059,2660 February 3,07:27:32,T,38.2S,91.5E
11060,2660 July 29,08:55:21,A,28.9N,61.8E
11061,2661 January 22,23:02:23,T,4.4S,158.8W
11062,2661 July 18,11:48:08,A,13.2S,4.5E
11063,2662 January 12,11:02:26,A+,64.1N,10.0W
11064,2662 June 8,13:38:43,P,67.2N,163.9E
11065,2662 July 7,21:43:23,P,64.6S,164.8W
11066,2662 December 2,21:32:54,P,67.9S,50.2E
11067,2663 May 29,06:28:21,T,53.7N,88.7E
11068,2663 November 21,21:02:01,A,54.9S,136.6W
11069,2664 May 17,22:22:49,T,7.9N,145.4W
11070,2664 November 10,01:46:10,A,8.2S,160.4E
11071,2665 May 7,08:55:09,As,66.3S,82.4E
11072,2665 October 30,13:48:30,T,43.6N,6.1W
11073,2666 March 27,18:53:07,P,72.2N,168.8E
11074,2666 September 20,21:37:07,P,72.2S,136.0E
11075,2666 October 20,05:56:28,Pb,71.3N,154.0E
11076,2667 March 16,19:47:40,A,24.6N,114.3W
11077,2667 September 10,11:25:05,H,14.2S,11.7E
11078,2668 March 5,03:17:08,H,21.0S,147.7E
11079,2668 August 29,18:33:48,A,33.7N,80.2W
11080,2669 February 22,17:00:38,T,72.2S,7.0W
11081,2669 August 18,19:43:41,P,71.1N,25.7E
11082,2670 January 13,21:41:08,P,68.3N,145.2W
11083,2670 July 9,09:25:19,A,35.0S,48.0E
11084,2671 January 3,07:55:01,A,4.0N,71.7E
11085,2671 June 28,21:15:30,T,21.1N,128.0W
11086,2671 December 23,10:50:32,A,37.8S,24.7E
11087,2672 June 17,13:46:16,T,67.3N,28.6W
11088,2672 December 11,09:56:21,A,80.5S,59.4W
11089,2673 May 8,21:23:23,P,62.7S,79.1W
11090,2673 June 7,06:25:46,P,64.9N,60.3W
11091,2673 October 31,23:29:55,P,62.2N,106.2W
11092,2674 April 28,05:47:47,A,10.2S,113.0E
11093,2674 October 21,13:13:05,T,15.4N,0.5E
11094,2675 April 17,07:16:48,A,25.3N,72.2E
11095,2675 October 11,05:43:47,T,18.3S,94.2E
11096,2676 April 5,07:35:27,An,61.9N,17.3W
11097,2676 September 29,20:20:52,T,60.1S,173.0E
11098,2677 February 24,01:29:55,P,61.6S,81.9W
11099,2677 August 20,14:50:18,P,61.7N,81.5E
11100,2678 February 13,16:14:59,T,34.8S,38.7W
11101,2678 August 9,15:23:56,A,30.4N,32.2W
11102,2679 February 3,07:49:00,T,2.1S,69.7E
11103,2679 July 29,18:37:06,A,9.5S,97.5W
11104,2680 January 23,19:32:56,An,62.1N,144.2W
11105,2680 June 18,21:08:08,P,66.2N,41.5E
11106,2680 July 18,04:58:41,P,63.7S,77.3E
11107,2680 December 13,05:25:03,P,66.8S,78.3W
11108,2681 June 8,14:07:31,T,59.7N,21.1W
11109,2681 December 2,04:53:55,A,58.6S,110.4E
11110,2682 May 29,05:56:13,T,13.5N,100.9E
11111,2682 November 21,09:54:31,A,12.2S,38.4E
11112,2683 May 18,16:10:08,A,49.7S,42.7W
11113,2683 November 10,22:07:55,T,37.9N,135.4W
11114,2684 April 7,02:17:17,P,71.9N,44.0E
11115,2684 October 1,05:28:03,P,72.1S,4.5E
11116,2684 October 30,14:11:22,P,70.6N,17.5E
11117,2685 March 27,03:35:09,A,30.7N,127.5E
11118,2685 September 20,18:50:12,H,22.0S,101.7W
11119,2686 March 16,11:34:58,H,15.4S,22.6E
11120,2686 September 10,01:25:58,A,25.3N,174.7E
11121,2687 March 6,01:38:13,T,66.9S,148.6W
11122,2687 August 30,02:19:46,P,71.7N,86.2W
11123,2688 January 25,06:24:18,P,69.3N,72.8E
11124,2688 July 19,16:22:31,A,45.6S,61.4W
11125,2689 January 13,16:18:41,A,5.9N,54.7W
11126,2689 July 9,04:36:31,Tm,15.8N,122.4E
11127,2690 January 2,18:52:25,A,36.6S,92.6W
11128,2690 June 28,21:18:07,T,62.2N,131.3W
11129,2690 December 22,17:55:30,A,85.1S,166.7W
11130,2691 May 20,04:55:09,P,63.4S,159.1E
11131,2691 June 18,13:52:32,P,65.9N,178.4E
11132,2691 November 12,07:38:14,P,62.8N,123.2E
11133,2691 December 11,21:05:53,Pb,65.1S,76.1E
11134,2692 May 8,13:02:03,A,11.2S,4.8E
11135,2692 October 31,21:27:40,T,14.4N,123.3W
11136,2693 April 27,14:23:45,A,26.4N,32.5W
11137,2693 October 21,13:50:36,T,20.3S,26.3W
11138,2694 April 16,15:01:10,A,63.2N,105.8W
11139,2694 October 11,04:04:20,H,59.5S,67.4E
11140,2695 March 7,09:58:56,P,61.3S,142.5E
11141,2695 August 31,21:32:02,P,61.3N,27.3W
11142,2696 February 25,00:58:48,T,31.1S,168.7W
11143,2696 August 19,21:57:56,A,31.1N,127.6W
11144,2697 February 13,16:33:04,T,0.7N,61.3W
11145,2697 August 9,01:29:22,A,6.9S,160.1E
11146,2698 February 3,04:01:19,An,59.1N,85.7E
11147,2698 June 30,04:35:43,P,65.3N,80.1W
11148,2698 July 29,12:15:55,P,63.0S,40.9W
11149,2698 December 24,13:21:08,P,65.8S,152.7E
11150,2699 June 19,21:42:32,T,64.9N,126.6W
11151,2699 December 13,12:52:50,A,60.9S,2.3W
11152,2700 June 9,13:23:20,Tm,18.7N,10.5W
11153,2700 December 2,18:09:37,A,15.3S,84.8W
11154,2701 May 29,23:16:46,A,39.4S,155.4W
11155,2701 November 22,06:34:42,T,33.3N,94.4E
11156,2702 April 19,09:30:34,P,71.4N,77.6W
11157,2702 October 13,13:25:52,P,71.8S,128.5W
11158,2702 November 11,22:34:30,P,69.8N,120.6W
11159,2703 April 8,11:13:59,A,37.2N,11.4E
11160,2703 October 3,02:21:25,H,29.6S,143.4E
11161,2704 March 27,19:45:56,H,9.5S,101.1W
11162,2704 September 21,08:23:52,A,17.3N,68.2E
11163,2705 March 17,10:10:57,T,61.0S,74.0E
11164,2705 September 10,08:59:54,P,72.2N,160.4E
11165,2706 February 5,15:07:13,P,70.3N,69.9W
11166,2706 July 31,23:20:38,A,63.0S,178.8W
11167,2707 January 26,00:42:05,A,8.5N,178.7E
11168,2707 July 21,11:58:10,T,9.8N,11.7E
11169,2708 January 15,02:56:17,A,34.6S,149.2E
11170,2708 July 10,04:49:16,T,56.1N,121.9E
11171,2709 January 3,01:57:50,A,87.5S,147.9E
11172,2709 May 31,12:21:17,P,64.2S,38.6E
11173,2709 June 29,21:16:23,P,66.8N,57.5E
11174,2709 November 23,15:53:41,P,63.6N,9.5W
11175,2709 December 23,05:25:45,P,66.1S,58.5W
11176,2710 May 20,20:07:03,A,13.6S,101.3W
11177,2710 November 13,05:50:18,T,13.6N,110.5E
11178,2711 May 9,21:21:41,A,26.5N,134.7W
11179,2711 November 2,22:05:02,T,22.3S,148.6W
11180,2712 April 27,22:19:08,A,64.2N,156.8E
11181,2712 October 22,11:55:16,H,60.7S,45.3W
11182,2713 March 18,18:21:32,P,61.2S,8.6E
11183,2713 September 12,04:18:12,P,61.1N,137.1W
11184,2714 March 8,09:37:13,T,27.6S,62.3E
11185,2714 September 1,04:36:50,A,31.3N,135.5E
11186,2715 February 26,01:11:19,T,3.7N,169.2E
11187,2715 August 21,08:26:53,A,5.4S,56.7E
11188,2716 February 15,12:26:26,An,57.4N,43.8W
11189,2716 July 11,12:01:43,Pe,64.4N,159.1E
11190,2716 August 9,19:35:30,P,62.3S,159.5W
11191,2717 January 4,21:20:53,P,64.7S,23.3E
11192,2717 July 1,05:13:30,T,69.2N,133.9E
11193,2717 December 24,20:58:06,A,61.5S,115.6W
11194,2718 June 20,20:43:15,T,23.3N,119.4W
11195,2718 December 14,02:32:46,A,17.3S,150.5E
11196,2719 June 10,06:16:10,A,30.8S,96.0E
11197,2719 December 3,15:08:00,T,29.9N,36.8W
11198,2720 April 29,16:37:17,P,70.7N,163.1E
11199,2720 October 23,21:30:13,P,71.2S,97.2E
11200,2720 November 22,07:03:47,P,68.9N,100.5E
11201,2721 April 18,18:47:26,A,44.1N,103.1W
11202,2721 October 13,09:57:38,A,37.0S,27.6E
11203,2722 April 8,03:51:03,T,3.5S,136.6E
11204,2722 October 2,15:28:06,A,9.7N,39.7W
11205,2723 March 28,18:35:42,T,54.6S,59.8W
11206,2723 September 21,15:48:55,An,70.0N,12.0E
11207,2724 February 16,23:45:25,P,71.1N,148.0E
11208,2724 August 11,06:23:26,P,70.5S,56.2E
11209,2725 February 5,09:02:01,A,11.8N,52.9E
11210,2725 July 31,19:21:13,T,3.1N,100.0W
11211,2726 January 25,10:59:24,A,31.7S,30.7E
11212,2726 July 21,12:17:48,T,49.1N,12.9E
11213,2727 January 14,10:03:51,A,83.8S,75.5E
11214,2727 June 11,19:39:01,P,65.2S,80.2W
11215,2727 July 11,04:36:05,P,67.8N,62.7W
11216,2727 December 5,00:17:21,P,64.4N,144.5W
11217,2728 January 3,13:50:32,P,67.2S,165.2E
11218,2728 May 31,03:03:54,A,17.4S,154.2E
11219,2728 November 23,14:20:46,T,13.1N,17.8W
11220,2729 May 20,04:11:51,A,25.6N,125.3E
11221,2729 November 13,06:26:10,T,24.1S,87.7E
11222,2730 May 9,05:30:52,A,65.0N,60.6E
11223,2730 November 2,19:52:57,A,62.8S,160.6W
11224,2731 March 30,02:38:14,P,61.2S,123.8W
11225,2731 April 28,13:11:25,Pb,62.1N,125.4W
11226,2731 September 23,11:10:46,P,61.0N,111.6E
11227,2732 March 18,18:10:35,T,24.4S,65.8W
11228,2732 September 11,11:21:54,A,31.1N,36.6E
11229,2733 March 8,09:44:50,T,7.0N,40.8E
11230,2733 August 31,15:30:17,A,4.9S,48.1W
11231,2734 February 25,20:45:26,A,56.2N,170.5W
11232,2734 August 21,02:59:13,Ts,59.4S,89.8E
11233,2735 January 16,05:21:36,P,63.8S,106.0W
11234,2735 July 12,12:43:11,T,71.7N,40.5E
11235,2736 January 5,05:06:12,A,60.6S,130.0E
11236,2736 July 1,03:59:45,T,27.1N,133.3E
11237,2736 December 24,11:00:57,A,18.2S,24.7E
11238,2737 June 20,13:08:00,A,23.4S,9.4W
11239,2737 December 13,23:47:43,T,27.4N,169.3W
11240,2738 May 10,23:34:31,P,69.8N,46.7E
11241,2738 June 9,15:23:02,Pb,67.1S,41.3W
11242,2738 November 4,05:42:27,P,70.5S,38.5W
11243,2738 December 3,15:40:13,P,67.9N,39.6W
11244,2739 April 30,02:11:56,A,51.4N,145.0E
11245,2739 October 24,17:41:47,A,43.9S,89.4W
11246,2740 April 18,11:49:23,T,2.7N,15.9E
11247,2740 October 12,22:38:24,A,2.5N,148.8W
11248,2741 April 8,02:54:50,T,47.9S,169.2E
11249,2741 October 1,22:44:42,A,58.5N,120.9W
11250,2742 February 27,08:19:28,P,71.7N,6.3E
11251,2742 August 22,13:29:55,P,71.2S,63.0W
11252,2743 February 16,17:18:53,A,15.8N,72.4W
11253,2743 August 12,02:47:40,T,4.0S,146.9E
11254,2744 February 5,19:00:30,A,28.0S,88.1W
11255,2744 July 31,19:48:25,T,41.8N,98.6W
11256,2745 January 24,18:10:38,A,78.8S,40.0W
11257,2745 June 22,02:51:30,P,66.1S,162.0E
11258,2745 July 21,11:53:46,P,68.8N,177.0E
11259,2745 December 15,08:47:08,P,65.4N,78.7E
11260,2746 January 13,22:18:11,P,68.3S,27.6E
11261,2746 June 11,09:53:44,A,22.8S,50.8E
11262,2746 December 4,22:57:39,T,13.0N,147.9W
11263,2747 May 31,10:54:36,A,23.5N,27.0E
11264,2747 November 24,14:54:29,T,25.7S,37.6W
11265,2748 May 19,12:36:24,A,65.1N,33.2W
11266,2748 November 13,03:56:37,A,65.5S,83.1E
11267,2749 April 9,10:47:47,P,61.5S,105.6E
11268,2749 May 8,20:49:43,P,62.7N,111.5E
11269,2749 October 3,18:09:52,P,61.1N,1.4W
11270,2750 March 30,02:35:25,T,21.8S,168.1E
11271,2750 September 22,18:14:45,A,30.9N,64.7W
11272,2751 March 19,18:10:35,T,10.2N,85.4W
11273,2751 September 11,22:41:05,A,5.2S,154.6W
11274,2752 March 8,04:57:54,A,55.6N,65.5E
11275,2752 August 31,10:28:18,T,49.4S,6.1W
11276,2753 January 26,13:23:39,P,63.0S,124.7E
11277,2753 July 22,20:10:02,T,72.2N,46.7W
11278,2754 January 15,13:18:44,A,58.3S,13.1E
11279,2754 July 12,11:11:56,T,30.2N,27.8E
11280,2755 January 4,19:33:47,A,17.9S,102.2W
11281,2755 July 1,19:55:36,A,17.2S,112.6W
11282,2755 December 25,08:32:19,T,26.0N,57.3E
11283,2756 May 21,06:26:50,P,68.8N,67.7W
11284,2756 June 19,21:57:07,P,66.1S,149.9W
11285,2756 November 14,13:59:51,P,69.6S,174.9W
11286,2756 December 14,00:20:29,P,66.8N,179.8E
11287,2757 May 10,09:32:11,A,58.9N,35.1E
11288,2757 November 4,01:31:50,A,50.4S,153.2E
11289,2758 April 29,19:40:31,T,8.9N,102.7W
11290,2758 October 24,05:56:58,A,4.0S,100.4E
11291,2759 April 19,11:05:50,T,41.0S,41.2E
11292,2759 October 13,05:50:16,A,49.0N,122.5E
11293,2760 March 9,16:45:54,P,72.1N,133.9W
11294,2760 April 8,03:22:07,Pb,71.7S,151.0W
11295,2760 September 1,20:44:19,P,71.7S,175.4E
11296,2760 October 1,08:36:13,Pb,72.1N,139.6E
11297,2761 February 27,01:29:39,A,20.4N,163.7E
11298,2761 August 22,10:17:10,T,11.5S,32.4E
11299,2762 February 16,02:58:17,A,23.6S,153.3E
11300,2762 August 12,03:19:41,T,34.2N,148.5E
11301,2763 February 5,02:16:47,A,73.6S,162.2W
11302,2763 July 3,09:58:23,Pe,67.1S,45.2E
11303,2763 August 1,19:10:33,P,69.7N,56.5E
11304,2763 December 26,17:23:22,P,66.4N,60.1W
11305,2764 January 25,06:48:13,P,69.3S,111.1W
11306,2764 June 21,16:37:03,A,30.2S,51.7W
11307,2764 December 15,07:40:02,T,13.3N,80.4E
11308,2765 June 10,17:31:59,Am,20.2N,70.4W
11309,2765 December 4,23:28:46,T,26.7S,164.2W
11310,2766 May 30,19:36:02,A,63.8N,125.4W
11311,2766 November 24,12:07:07,A,68.4S,33.6W
11312,2767 April 20,18:51:20,P,61.8S,23.6W
11313,2767 May 20,04:23:19,P,63.4N,10.7W
11314,2767 October 15,01:16:22,P,61.4N,116.2W
11315,2768 April 9,10:54:27,T,19.9S,43.4E
11316,2768 October 3,01:16:28,A,30.7N,168.8W
11317,2769 March 30,02:29:32,T,13.2N,150.3E
11318,2769 September 22,05:59:23,A,6.1S,96.9E
11319,2770 March 19,13:02:32,A,55.6N,55.5W
11320,2770 September 11,18:04:10,T,45.8S,115.7W
11321,2771 February 6,21:22:12,P,62.3S,3.5W
11322,2771 August 3,03:38:34,T,69.6N,129.5W
11323,2772 January 26,21:31:18,A,55.2S,105.7W
11324,2772 July 22,18:22:15,T,32.4N,76.7W
11325,2773 January 15,04:08:33,A,16.8S,130.4E
11326,2773 July 12,02:38:32,A,12.0S,146.0E
11327,2774 January 4,17:20:31,T,25.4N,76.9W
11328,2774 June 1,13:10:10,Pe,67.8N,179.3W
11329,2774 July 1,04:24:54,P,65.1S,103.6E
11330,2774 November 25,22:25:15,P,68.6S,47.4E
11331,2774 December 25,09:06:23,P,65.8N,38.4E
11332,2775 May 21,16:45:20,A,66.7N,71.6W
11333,2775 November 15,09:29:02,A,56.1S,35.8E
11334,2776 May 10,03:25:50,T,14.9N,140.5E
11335,2776 November 3,13:23:19,A,9.9S,11.8W
11336,2777 April 29,19:10:09,T,34.1S,84.2W
11337,2777 October 23,13:04:19,A,40.9N,7.9E
11338,2778 March 21,01:06:37,P,72.3N,87.0E
11339,2778 April 19,11:29:53,P,71.2S,74.0E
11340,2778 September 13,04:05:03,P,72.0S,51.8E
11341,2778 October 12,16:03:27,P,71.8N,14.2E
11342,2779 March 10,09:33:37,A,25.7N,41.3E
11343,2779 September 2,17:52:25,T,19.2S,83.8W
11344,2780 February 27,10:51:54,A,18.6S,35.1E
11345,2780 August 22,10:53:34,T,26.5N,34.2E
11346,2781 February 15,10:20:50,A,68.1S,74.0E
11347,2781 August 12,02:27:39,P,70.6N,64.8W
11348,2782 January 6,02:02:17,P,67.5N,159.9E
11349,2782 February 4,15:16:43,P,70.2S,109.9E
11350,2782 July 2,23:15:18,A,40.2S,154.2W
11351,2782 December 26,16:26:47,T,14.1N,52.4W
11352,2783 June 22,00:05:19,A,15.7N,167.4W
11353,2783 December 16,08:07:08,T,27.0S,68.3E
11354,2784 June 10,02:32:16,A,60.9N,141.7E
11355,2784 December 4,20:23:18,A,71.2S,149.1W
11356,2785 May 1,02:47:04,P,62.3S,151.0W
11357,2785 May 30,11:50:35,P,64.2N,131.5W
11358,2785 October 25,08:31:14,P,61.8N,126.8E
11359,2785 November 24,01:44:26,Pb,63.6S,24.0E
11360,2786 April 20,19:04:46,T,18.9S,79.1W
11361,2786 October 14,08:28:06,A,30.8N,84.0E
11362,2787 April 10,10:38:57,T,15.7N,28.7E
11363,2787 October 3,13:27:30,A,7.5S,14.0W
11364,2788 March 29,20:59:26,A,56.3N,173.5W
11365,2788 September 22,01:45:51,T,44.4S,131.7E
11366,2789 February 17,05:19:18,P,61.7S,131.1W
11367,2789 August 13,11:07:04,P,62.1N,146.1E
11368,2789 September 11,18:18:50,Pb,61.4S,165.2W
11369,2790 February 6,05:44:15,A,51.5S,133.7E
11370,2790 August 3,01:30:57,T,33.9N,179.4E
11371,2791 January 26,12:45:16,A,14.8S,2.3E
11372,2791 July 23,09:20:33,A,8.0S,45.6E
11373,2792 January 16,02:09:57,T,25.6N,148.8E
11374,2792 July 11,10:53:02,P,64.2S,2.8W
11375,2792 December 6,06:55:37,P,67.6S,91.0W
11376,2793 January 4,17:54:33,P,64.8N,103.1W
11377,2793 May 31,23:54:30,A,74.7N,173.3W
11378,2793 November 25,17:32:25,A,60.9S,80.9W
11379,2794 May 21,11:05:18,T,20.7N,25.6E
11380,2794 November 14,20:57:54,Am,14.8S,125.4W
11381,2795 May 11,03:06:46,T,27.2S,153.0E
11382,2795 November 3,20:29:04,A,34.2N,107.5W
11383,2796 March 31,09:18:22,P,72.1N,49.7W
11384,2796 April 29,19:28:58,P,70.5S,58.4W
11385,2796 September 23,11:33:43,P,72.1S,74.0W
11386,2796 October 22,23:40:08,P,71.3N,113.1W
11387,2797 March 20,17:29:20,A,31.6N,79.2W
11388,2797 September 13,01:33:06,T,26.9S,158.4E
11389,2798 March 9,18:37:54,A,13.1S,81.7W
11390,2798 September 2,18:30:51,T,18.8N,81.4W
11391,2799 February 26,18:21:15,A,62.3S,49.8W
11392,2799 August 23,09:46:32,T,75.2N,127.2E
11393,2800 January 17,10:43:57,P,68.6N,18.7E
11394,2800 February 15,23:44:06,P,71.1S,29.5W
11395,2800 July 13,05:50:34,A,56.1S,101.0E
11396,2801 January 6,01:17:30,T,15.5N,173.7E
11397,2801 July 2,06:34:26,A,10.2N,95.8E
11398,2801 December 26,16:50:37,T,26.6S,60.4W
11399,2802 June 21,09:25:30,A,56.5N,46.9E
11400,2802 December 16,04:44:25,A,73.1S,97.6E
11401,2803 May 12,10:37:20,P,63.0S,82.7E
11402,2803 June 10,19:15:11,P,65.1N,108.1E
11403,2803 November 5,15:54:34,P,62.3N,7.6E
11404,2803 December 5,09:36:34,P,64.5S,103.0W
11405,2804 May 1,03:09:24,T,19.0S,159.6E
11406,2804 October 24,15:48:02,A,31.2N,26.0W
11407,2805 April 20,18:41:09,T,17.7N,90.7W
11408,2805 October 13,21:04:29,A,9.1S,127.2W
11409,2806 April 10,04:45:31,A,57.3N,72.8E
11410,2806 October 3,09:36:12,T,44.5S,16.3E
11411,2807 February 28,13:10:08,P,61.4S,102.9E
11412,2807 August 24,18:39:28,P,61.7N,24.5E
11413,2807 September 23,02:08:10,P,61.3S,69.2E
11414,2808 February 17,13:53:37,A,47.8S,12.9E
11415,2808 August 13,08:40:55,T,34.5N,75.3E
11416,2809 February 5,21:20:58,H,12.1S,125.8W
11417,2809 August 2,15:59:43,A,4.9S,53.6W
11418,2810 January 26,11:00:54,T,26.5N,14.1E
11419,2810 July 22,17:18:37,P,63.4S,108.1W
11420,2810 December 17,15:31:45,P,66.5S,129.7E
11421,2811 January 16,02:44:41,P,63.9N,115.2E
11422,2811 June 12,06:58:46,A,82.8N,102.4E
11423,2811 December 7,01:42:19,A,64.3S,163.6E
11424,2812 May 31,18:39:58,Tm,26.2N,87.3W
11425,2812 November 25,04:39:02,A,18.9S,120.0E
11426,2813 May 21,10:57:38,T,20.7S,32.4E
11427,2813 November 14,04:02:23,A,28.6N,136.0E
11428,2814 April 11,17:21:36,P,71.7N,176.0E
11429,2814 May 11,03:19:42,P,69.7S,171.9E
11430,2814 October 4,19:10:43,P,71.9S,158.2E
11431,2814 November 3,07:26:40,P,70.6N,117.6E
11432,2815 April 1,01:17:07,A,38.0N,162.2E
11433,2815 September 24,09:20:27,T,34.6S,38.7E
11434,2816 March 20,02:17:34,A,7.2S,162.7E
11435,2816 September 13,02:13:14,T,11.1N,161.5E
11436,2817 March 9,02:16:54,A,56.2S,172.9W
11437,2817 September 2,17:07:37,T,66.5N,23.1W
11438,2818 January 27,19:25:58,P,69.6N,123.1W
11439,2818 February 26,08:07:44,P,71.7S,168.5W
11440,2818 July 24,12:24:20,P,69.2S,11.7W
11441,2819 January 17,10:08:37,T,17.4N,39.6E
11442,2819 July 13,13:03:16,A,3.8N,1.7W
11443,2820 January 7,01:36:11,Tm,25.4S,170.2E
11444,2820 July 1,16:17:03,A,50.8N,50.3W
11445,2820 December 26,13:08:54,A,73.7S,13.7W
11446,2821 May 22,18:21:01,P,63.8S,42.0W
11447,2821 June 21,02:35:50,P,66.1N,11.6W
11448,2821 November 15,23:26:43,P,63.0N,114.0W
11449,2821 December 15,17:34:54,P,65.5S,128.0E
11450,2822 May 12,11:04:34,T,20.4S,40.6E
11451,2822 November 4,23:19:12,A,31.9N,139.4W
11452,2823 May 2,02:34:05,Tm,18.9N,152.6E
11453,2823 October 25,04:50:58,A,10.8S,117.2E
11454,2824 April 20,12:23:21,A,58.7N,37.5W
11455,2824 October 13,17:34:17,T,45.7S,101.0W
11456,2825 March 10,20:56:44,P,61.1S,21.8W
11457,2825 September 4,02:13:41,P,61.3N,97.3W
11458,2825 October 3,10:02:41,P,61.3S,57.7W
11459,2826 February 27,22:01:00,A,44.2S,108.3W
11460,2826 August 24,15:52:15,H,34.6N,29.4W
11461,2827 February 17,05:54:44,H,9.0S,106.3E
11462,2827 August 13,22:41:10,A,3.0S,152.9W
11463,2828 February 6,19:50:44,T,28.0N,120.3W
11464,2828 August 1,23:45:36,P,62.6S,146.4E
11465,2828 December 28,00:10:20,P,65.4S,9.7W
11466,2829 January 26,11:34:12,P,63.1N,26.0W
11467,2829 June 22,14:01:25,A,83.4N,97.9E
11468,2829 December 17,09:56:19,A,66.1S,49.5E
11469,2830 June 12,02:09:55,T,31.1N,161.8E
11470,2830 December 6,12:27:18,A,21.8S,4.1E
11471,2831 June 1,18:42:34,T,14.6S,86.0W
11472,2831 November 25,11:44:06,A,24.1N,18.1E
11473,2832 April 22,01:15:31,P,71.1N,44.5E
11474,2832 May 21,11:02:59,P,68.7S,44.7E
11475,2832 October 15,02:57:22,P,71.6S,28.3E
11476,2832 November 13,15:23:04,P,69.7N,13.5W
11477,2833 April 11,08:54:12,A,45.0N,46.3E
11478,2833 October 4,17:14:56,T,42.2S,82.6W
11479,2834 March 31,09:48:16,A,1.0S,49.1E
11480,2834 September 24,10:01:22,T,3.8N,42.9E
11481,2835 March 20,10:06:06,A,49.7S,65.6E
11482,2835 September 14,00:33:18,T,56.9N,147.8W
11483,2836 February 8,04:08:21,P,70.5N,94.2E
11484,2836 March 8,16:28:20,P,72.1S,52.8E
11485,2836 August 3,18:56:34,P,70.1S,121.4W
11486,2837 January 27,19:01:17,T,20.0N,95.0W
11487,2837 July 23,19:31:12,A,3.5S,99.8W
11488,2838 January 17,10:23:36,T,23.3S,40.1E
11489,2838 July 12,23:08:16,A,44.3N,149.7W
11490,2839 January 6,21:36:05,A,72.6S,126.1W
11491,2839 June 3,02:01:17,P,64.6S,166.2W
11492,2839 July 2,09:56:30,P,67.1N,131.8W
11493,2839 November 27,07:05:15,P,63.8N,122.6E
11494,2839 December 27,01:35:57,P,66.5S,1.9W
11495,2840 May 22,18:55:22,T,23.1S,77.7W
11496,2840 November 15,06:59:00,A,32.9N,104.4E
11497,2841 May 12,10:18:35,T,19.1N,38.2E
11498,2841 November 4,12:47:01,A,12.4S,0.7W
11499,2842 May 1,19:50:36,A,59.9N,143.2W
11500,2842 October 25,01:41:24,T,47.5S,139.8E
11501,2843 March 22,04:34:11,P,61.1S,144.3W
11502,2843 April 20,22:09:23,Pb,61.8N,108.5E
11503,2843 September 15,09:54:00,P,61.2N,139.4E
11504,2843 October 14,18:05:30,P,61.6S,173.3E
11505,2844 March 10,06:02:50,A,41.0S,131.5E
11506,2844 September 3,23:05:38,H,34.5N,135.0W
11507,2845 February 27,14:25:03,H,5.7S,20.8W
11508,2845 August 24,05:23:05,A,1.8S,107.9E
11509,2846 February 17,04:37:38,T,29.8N,106.3E
11510,2846 August 13,06:14:04,A-,62.0S,40.8E
11511,2847 January 8,08:52:24,P,64.5S,149.6W
11512,2847 February 6,20:22:50,P,62.4N,166.7W
11513,2847 July 3,21:02:28,P,64.9N,33.4E
11514,2847 December 28,18:13:42,A,66.1S,64.7W
11515,2848 June 22,09:37:37,T,35.3N,52.3E
11516,2848 December 16,20:21:20,A,23.7S,112.7W
11517,2849 June 12,02:21:56,T,9.0S,157.7E
11518,2849 December 5,19:34:20,A,20.7N,101.4W
11519,2850 May 3,09:01:02,P,70.3N,84.3W
11520,2850 June 1,18:39:24,P,67.8S,80.3W
11521,2850 October 26,10:52:49,P,71.0S,103.5W
11522,2850 November 24,23:27:55,P,68.7N,146.1W
11523,2851 April 22,16:22:32,A,52.4N,67.3W
11524,2851 October 16,01:17:27,T,49.5S,154.4E
11525,2852 April 10,17:12:01,A,5.4N,62.8W
11526,2852 October 4,17:54:44,Tm,3.3S,76.9W
11527,2853 March 30,17:49:21,A,43.1S,54.2W
11528,2853 September 24,08:03:33,H3,48.1N,92.4E
11529,2854 February 18,12:46:44,P,71.2N,48.0W
11530,2854 March 20,00:41:36,P,72.2S,84.3W
11531,2854 August 15,01:31:02,P,70.9S,127.9E
11532,2855 February 8,03:51:22,T,23.2N,131.0E
11533,2855 August 4,02:02:02,A,11.3S,160.5E
11534,2856 January 28,19:09:09,T,20.4S,89.9W
11535,2856 July 23,06:01:10,A,37.2N,108.7E
11536,2857 January 17,06:04:05,A,70.0S,117.8E
11537,2857 June 13,09:35:05,Pe,65.5S,70.9E
11538,2857 July 12,17:14:23,P,68.1N,108.3E
11539,2857 December 7,14:52:22,P,64.8N,3.2W
11540,2858 January 6,09:41:23,P,67.6S,133.5W
11541,2858 June 3,02:37:58,T,27.6S,165.7E
11542,2858 November 26,14:48:33,A,34.1N,14.9W
11543,2859 May 23,17:54:35,T,18.2N,74.0W
11544,2859 November 15,20:52:40,A,13.8S,121.1W
